episode_id,turn,step,result,error_category,action_taken,alternative_available,evidence_level,description,repeat_pattern_id
92050914,18,,WIN,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 150. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92050914,20,,WIN,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 150. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92050914,20,,WIN,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 150. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92050914,20,,WIN,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 150. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92050914,22,,WIN,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 150. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92050914,24,,WIN,TARGET_SELECTION,(see description),YES (a legal attack option existed),AMBIGUOUS,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 150. (checked forward through end of turn: the ORIGINAL target Pokemon was switched out of the active spot before it could be re-attacked -- this is a materially different, more benign situation than a target that simply sat there unattacked; not counted toward the headline CONFIRMED total, see report methodology)",missed_ko__TARGET_SWITCHED_AWAY_NOT_AN_ERROR__POSSIBLE
92050914,24,,WIN,TARGET_SELECTION,(see description),YES (a legal attack option existed),AMBIGUOUS,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 150. (checked forward through end of turn: the ORIGINAL target Pokemon was switched out of the active spot before it could be re-attacked -- this is a materially different, more benign situation than a target that simply sat there unattacked; not counted toward the headline CONFIRMED total, see report methodology)",missed_ko__TARGET_SWITCHED_AWAY_NOT_AN_ERROR__POSSIBLE
92047143,13,,WIN,TARGET_SELECTION,(see description),YES (a legal attack option existed),AMBIGUOUS,"Legal, non-resisted, ability-free, standard-direct-damage attack(s) available (Jet Headbutt (id 153, 70 dmg) vs opp HP 10) but a different action was chosen: ['ABILITY']. (checked forward through end of turn: the ORIGINAL target Pokemon was switched out of the active spot before it could be re-attacked -- this is a materially different, more benign situation than a target that simply sat there unattacked; not counted toward the headline CONFIRMED total, see report methodology)",missed_ko__TARGET_SWITCHED_AWAY_NOT_AN_ERROR__POSSIBLE
92047143,13,,WIN,TARGET_SELECTION,(see description),YES (a legal attack option existed),AMBIGUOUS,"Legal, non-resisted, ability-free, standard-direct-damage attack(s) available (Jet Headbutt (id 153, 70 dmg) vs opp HP 10) but a different action was chosen: ['EVOLVE']. (checked forward through end of turn: the ORIGINAL target Pokemon was switched out of the active spot before it could be re-attacked -- this is a materially different, more benign situation than a target that simply sat there unattacked; not counted toward the headline CONFIRMED total, see report methodology)",missed_ko__TARGET_SWITCHED_AWAY_NOT_AN_ERROR__POSSIBLE
92047143,13,,WIN,TARGET_SELECTION,(see description),YES (a legal attack option existed),AMBIGUOUS,"Legal, non-resisted, ability-free, standard-direct-damage attack(s) available (Jet Headbutt (id 153, 70 dmg) vs opp HP 10) but a different action was chosen: ['ABILITY']. (checked forward through end of turn: the ORIGINAL target Pokemon was switched out of the active spot before it could be re-attacked -- this is a materially different, more benign situation than a target that simply sat there unattacked; not counted toward the headline CONFIRMED total, see report methodology)",missed_ko__TARGET_SWITCHED_AWAY_NOT_AN_ERROR__POSSIBLE
92047143,13,,WIN,TARGET_SELECTION,(see description),YES (a legal attack option existed),AMBIGUOUS,"Legal, non-resisted, ability-free, standard-direct-damage attack(s) available (Jet Headbutt (id 153, 70 dmg) vs opp HP 10) but a different action was chosen: ['PLAY']. (checked forward through end of turn: the ORIGINAL target Pokemon was switched out of the active spot before it could be re-attacked -- this is a materially different, more benign situation than a target that simply sat there unattacked; not counted toward the headline CONFIRMED total, see report methodology)",missed_ko__TARGET_SWITCHED_AWAY_NOT_AN_ERROR__POSSIBLE
92042379,8,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,10,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,10,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,10,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,10,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,10,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,12,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,12,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,12,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,12,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,12,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,12,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,12,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,12,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,14,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,14,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,14,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,14,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,14,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,16,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,16,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92042379,18,,LOSS,TARGET_SELECTION,(see description),YES (a legal attack option existed),AMBIGUOUS,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 345) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Phantom Dive (id 154, 200 dmg) vs opp HP 140. (checked forward through end of turn: the ORIGINAL target Pokemon was switched out of the active spot before it could be re-attacked -- this is a materially different, more benign situation than a target that simply sat there unattacked; not counted toward the headline CONFIRMED total, see report methodology)",missed_ko__TARGET_SWITCHED_AWAY_NOT_AN_ERROR__POSSIBLE
92038527,13,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 190) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Jet Headbutt (id 153, 70 dmg) vs opp HP 20, Phantom Dive (id 154, 200 dmg) vs opp HP 20. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92038527,13,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 190) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Jet Headbutt (id 153, 70 dmg) vs opp HP 20, Phantom Dive (id 154, 200 dmg) vs opp HP 20. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92038527,13,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 190) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Jet Headbutt (id 153, 70 dmg) vs opp HP 20, Phantom Dive (id 154, 200 dmg) vs opp HP 20. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92038527,13,,LOSS,ATTACK_SELECTION,(see description),YES (a legal attack option existed),POSSIBLE,"Legal, lethal-BY-BASE-DAMAGE-ONLY attack(s) available but not chosen -- NOT elevated to CONFIRMED because opponent's card (id 190) has a listed ability/skill that may block or alter damage; resistance and/or non-standard attack text (bench-targeting, coin-flip, conditional, etc.) may mean the base damage value does not apply directly/fully to the active Pokemon: Jet Headbutt (id 153, 70 dmg) vs opp HP 20, Phantom Dive (id 154, 200 dmg) vs opp HP 20. (checked forward through end of turn: opponent's active Pokemon was never knocked out and this attack was never subsequently taken that turn)",missed_ko__ATTACK_SELECTION__POSSIBLE
92098917,6,,LOSS,UNKNOWN,(game ended),INSUFFICIENT_INFORMATION,UNKNOWN,"Hand-inspected in the prior phase: game ended abruptly at turn ~6 with 0 prizes taken by either side, our active Pokemon at 10/320 HP (not KO'd), no status conditions active, episode status DONE. Cause not identifiable from observation-level fields without full action-effect tracing.",abrupt_unexplained_ending
